Majority.protein.IDs	Gene.names	razorUniqueCount	razorUniqueCount_MIAPACA...AG205.1	razorUniqueCount_MIAPACA...AG205.2	razorUniqueCount_MIAPACA...AG205.3	razorUniqueCount_MIAPACA...AG205.4	razorUniqueCount_MIAPACA...AG205.5	razorUniqueCount_MIAPACA.1	razorUniqueCount_MIAPACA.2	razorUniqueCount_MIAPACA.3	razorUniqueCount_MIAPACA.4	razorUniqueCount_MIAPACA.5	razorUniqueCount_wt...AG205.1	razorUniqueCount_wt...AG205.2	razorUniqueCount_wt...AG205.3	razorUniqueCount_wt...AG205.4	razorUniqueCount_wt...AG205.5	razorUniqueCount_wt.1	razorUniqueCount_wt.2	razorUniqueCount_wt.3	razorUniqueCount_wt.4	razorUniqueCount_wt.5	RawIntensity_MIAPACA...AG205.1	RawIntensity_MIAPACA...AG205.2	RawIntensity_MIAPACA...AG205.3	RawIntensity_MIAPACA...AG205.4	RawIntensity_MIAPACA...AG205.5	RawIntensity_MIAPACA.1	RawIntensity_MIAPACA.2	RawIntensity_MIAPACA.3	RawIntensity_MIAPACA.4	RawIntensity_MIAPACA.5	RawIntensity_wt...AG205.1	RawIntensity_wt...AG205.2	RawIntensity_wt...AG205.3	RawIntensity_wt...AG205.4	RawIntensity_wt...AG205.5	RawIntensity_wt.1	RawIntensity_wt.2	RawIntensity_wt.3	RawIntensity_wt.4	RawIntensity_wt.5	iBAQ_MIAPACA...AG205.1	iBAQ_MIAPACA...AG205.2	iBAQ_MIAPACA...AG205.3	iBAQ_MIAPACA...AG205.4	iBAQ_MIAPACA...AG205.5	iBAQ_MIAPACA.1	iBAQ_MIAPACA.2	iBAQ_MIAPACA.3	iBAQ_MIAPACA.4	iBAQ_MIAPACA.5	iBAQ_wt...AG205.1	iBAQ_wt...AG205.2	iBAQ_wt...AG205.3	iBAQ_wt...AG205.4	iBAQ_wt...AG205.5	iBAQ_wt.1	iBAQ_wt.2	iBAQ_wt.3	iBAQ_wt.4	iBAQ_wt.5	LFQIntensity_MIAPACA...AG205.1	LFQIntensity_MIAPACA...AG205.2	LFQIntensity_MIAPACA...AG205.3	LFQIntensity_MIAPACA...AG205.4	LFQIntensity_MIAPACA...AG205.5	LFQIntensity_MIAPACA.1	LFQIntensity_MIAPACA.2	LFQIntensity_MIAPACA.3	LFQIntensity_MIAPACA.4	LFQIntensity_MIAPACA.5	LFQIntensity_wt...AG205.1	LFQIntensity_wt...AG205.2	LFQIntensity_wt...AG205.3	LFQIntensity_wt...AG205.4	LFQIntensity_wt...AG205.5	LFQIntensity_wt.1	LFQIntensity_wt.2	LFQIntensity_wt.3	LFQIntensity_wt.4	LFQIntensity_wt.5	spectraCount_MIAPACA...AG205.1	spectraCount_MIAPACA...AG205.2	spectraCount_MIAPACA...AG205.3	spectraCount_MIAPACA...AG205.4	spectraCount_MIAPACA...AG205.5	spectraCount_MIAPACA.1	spectraCount_MIAPACA.2	spectraCount_MIAPACA.3	spectraCount_MIAPACA.4	spectraCount_MIAPACA.5	spectraCount_wt...AG205.1	spectraCount_wt...AG205.2	spectraCount_wt...AG205.3	spectraCount_wt...AG205.4	spectraCount_wt...AG205.5	spectraCount_wt.1	spectraCount_wt.2	spectraCount_wt.3	spectraCount_wt.4	spectraCount_wt.5	spectraCount	Potential.contaminant
1259	Q96NT0	CCDC115	1	0	1	1	1	1	1	0	1	1	1	0	0	1	0	1	1	1	1	1	1	0	6814600	4791200	9159800	8638000	2209100	0	3492800	3072400	3993500	0	0	3540100	0	6647900	5590100	5914600	5734300	4221500	2350700	0	757170	532350	1017800	959770	245460	0	388090	341370	443720	0	0	393340	0	738660	621120	657180	637140	469050	261190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	5	
1260	Q96P11	NSUN5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	6954300	6487200	6153900	5507500	8139600	9880700	9902100	8077700	5996800	8872400	7640900	9225000	7704400	0	7153200	13412000	14920000	13152000	11322000	10278000	267470	249510	236690	211830	313060	380030	380850	310680	230650	341250	293880	354810	296320	0	275120	515830	573860	505860	435440	395310	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	3	
1261	Q96P70	IPO9	6	6	6	5	6	5	4	4	4	3	5	6	5	6	6	6	6	5	6	4	6	84243000	63676000	61397000	80063000	99938000	36604000	32558000	34597000	15867000	47639000	99587000	82102000	69365000	120450000	39987000	133090000	121020000	125670000	89909000	124090000	2005800	1516100	1461800	1906300	2379500	871530	775190	823730	377770	1134300	2371100	1954800	1651500	2867900	952070	3168900	2881500	2992100	2140700	2954500	12941000	14483000	12791000	15194000	13600000	9500500	7374700	9731400	8857600	10256000	18859000	19367000	20831000	18489000	9116100	18736000	17791000	18135000	20861000	18368000	2	4	2	2	6	2	3	2	3	2	6	4	4	7	2	6	6	6	7	6	82	
1262	Q96PK6	RBM14	5	3	3	3	2	3	3	5	4	3	4	3	3	3	3	4	4	4	4	3	3	313430000	293840000	279180000	153360000	4.41e+08	577700000	567440000	611910000	560460000	459450000	262430000	375090000	106130000	244640000	413390000	774460000	1147200000	947480000	982800000	773990000	13627000	12776000	12138000	6667900	19174000	25118000	24671000	26605000	24368000	19976000	11410000	16308000	4614200	10636000	17974000	33672000	49876000	41195000	42730000	33652000	110150000	110780000	101850000	122750000	105750000	246080000	210190000	227910000	290880000	249670000	101750000	1.48e+08	74385000	143450000	176020000	189510000	260090000	219700000	263140000	214150000	2	3	2	2	8	8	6	6	4	7	4	4	2	3	5	5	6	6	4	4	91	
1263	Q96PY5;Q8IVF7	FMNL2;FMNL3	7	7	7	6	6	7	7	5	5	5	7	6	5	6	7	7	6	7	7	6	7	330900000	303370000	273340000	300340000	213970000	239460000	189090000	324350000	104800000	316080000	187650000	87519000	323450000	355490000	192470000	191830000	243460000	168160000	178500000	275570000	6016300	5515700	4969900	5460700	3890300	4353900	3438100	5897200	1905500	5746900	3411800	1591300	5880900	6463500	3499500	3487800	4426600	3057500	3245500	5010300	132330000	144280000	141240000	166530000	112570000	155750000	135530000	124420000	143090000	160520000	99513000	105240000	126510000	98827000	128530000	109360000	102680000	89995000	92789000	115870000	3	2	3	2	4	4	0	0	0	3	1	0	1	1	1	0	1	0	1	2	29	
1264	Q96Q07	BTBD9	5	5	4	3	4	5	3	3	2	1	3	5	5	4	4	5	1	1	3	2	1	50822000	29931000	37747000	30353000	68229000	14745000	8477800	7480800	3525000	13020000	46401000	38239000	27376000	38178000	23175000	12881000	2806700	22324000	10642000	6912400	1588200	935350	1179600	948540	2132200	460790	264930	233770	110160	406870	1450000	1195000	855510	1193000	724210	402520	87709	697610	332560	216010	27275000	23464000	29740000	15323000	22647000	11052000	6202500	7618500	0	8523400	25877000	18342000	12835000	16252000	10290000	0	0	7574900	0	0	3	3	3	1	4	1	0	0	0	0	3	3	0	2	0	0	0	0	0	0	23	
1265	Q96QD8	SLC38A2	2	2	2	2	2	2	2	1	2	0	1	2	2	2	2	2	1	1	1	1	1	50867000	37191000	41497000	37840000	54491000	15403000	6462400	11431000	0	3337400	36911000	43840000	41591000	44286000	25174000	6137000	3289300	11216000	2690700	3482100	4239000	3099300	3458100	3153300	4540900	1283600	538540	952560	0	278110	3075900	3653400	3465900	3690500	2097800	511420	274110	934680	224230	290170	27564000	17626000	19188000	17896000	18987000	8071800	9448600	10509000	0	0	29205000	28330000	24324000	18944000	15755000	5847800	0	9029100	0	0	3	2	2	1	3	1	0	0	0	0	2	3	3	2	2	0	0	0	0	0	24	
1266	Q96QK1	VPS35	7	5	7	6	5	6	5	5	7	5	5	7	6	5	6	3	6	5	5	5	5	90749000	81456000	89839000	73975000	122640000	31711000	26654000	41421000	18845000	39111000	88487000	61555000	57978000	97518000	19519000	89647000	75371000	82847000	64011000	67887000	2160700	1939400	2139000	1761300	2920000	755030	634620	986210	448700	931220	2106800	1465600	1380400	2321900	464730	2134500	1794500	1972500	1524100	1616300	24582000	22736000	26320000	24689000	28749000	12297000	11045000	13902000	7996800	13030000	25953000	20725000	25835000	26583000	8502500	20294000	16970000	18922000	16787000	16408000	3	4	7	3	3	4	3	2	1	1	5	3	5	5	0	5	2	1	2	1	60	
1267	Q96QR8	PURB	2	0	2	1	1	1	0	1	2	1	2	2	2	1	0	1	2	1	1	0	2	0	30123000	25026000	6524300	21786000	0	20864000	20584000	8069700	25790000	37217000	50195000	22746000	0	34360000	49572000	31215000	28956000	0	48656000	0	3347000	2780700	724930	2420700	0	2318200	2287100	896630	2865500	4135200	5577200	2527300	0	3817800	5508000	3468300	3217400	0	5406300	0	19713000	0	0	0	0	0	14348000	0	14066000	28938000	35205000	0	0	0	20871000	0	0	0	22757000	0	1	1	0	1	0	1	0	0	0	2	2	1	0	1	1	0	0	0	2	13	
1268	Q96QU8	XPO6	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	2125700	1357500	1567300	1137900	2952700	2001600	1246500	1744100	1185800	1987800	2539000	3657000	2503600	3293000	1379500	3937000	0	3902200	4528600	3386000	40879	26106	30141	21883	56783	38492	23971	33540	22803	38228	48826	70328	48147	63326	26530	75712	0	75043	87088	65115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	1	1	0	1	0	1	1	1	9	
1269	Q96RE7	NACC1	3	3	2	3	2	2	2	3	3	3	2	2	1	1	2	1	2	1	0	2	2	44593000	35645000	38493000	26081000	36025000	39246000	38800000	49046000	48339000	41074000	15077000	3217500	1116200	7613700	4214900	25711000	6835900	0	25742000	29670000	1858000	1485200	1603900	1086700	1501000	1635200	1616700	2043600	2014100	1711400	628210	134060	46508	317240	175620	1071300	284830	0	1072600	1236300	20863000	24123000	23379000	19302000	21809000	29446000	29814000	27657000	30010000	35961000	12337000	0	0	0	0	14465000	0	0	15770000	16126000	1	1	2	1	0	1	1	2	1	2	0	0	0	0	0	0	0	0	0	0	12	
1270	Q96RF0	SNX18	4	3	2	3	2	2	4	3	3	2	3	4	3	3	3	4	2	1	2	1	1	52203000	13563000	37015000	14350000	28793000	67810000	25532000	52877000	22940000	53995000	119210000	94964000	73115000	62177000	118560000	19938000	8942300	23465000	8478800	6409500	2372800	616490	1682500	652280	1308800	3082300	1160500	2403500	1042700	2454300	5418800	4316500	3323400	2826200	5389200	906280	406470	1066600	385400	291340	18128000	15766000	12010000	13791000	19357000	21648000	14279000	16728000	18691000	21062000	48983000	28380000	23164000	21526000	60284000	12157000	0	13296000	0	0	0	0	0	0	0	2	0	0	0	1	3	1	0	1	5	0	0	0	0	0	13	
1271	Q96RT1	ERBB2IP	3	2	2	3	1	2	3	3	3	2	3	2	2	2	2	3	3	2	1	1	1	16465000	13326000	21525000	9447700	17701000	11912000	14286000	15016000	6898600	17493000	5391300	10658000	9121800	12099000	8379300	13022000	11864000	8223200	6189300	4846200	200790	162510	262500	115220	215870	145270	174220	183130	84130	213330	65747	129970	111240	147550	102190	158800	144680	100280	75479	59100	9438600	0	8501600	0	6997600	5837400	7083200	7231400	0	7439100	0	6503400	6548700	0	5703300	4972300	5453800	0	0	0	2	1	1	0	0	0	1	1	1	1	0	0	0	1	0	0	0	0	0	0	9	
1272	Q96RW7	HMCN1	1	0	0	1	0	0	1	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	32954000	0	0	27403000	0	28129000	0	0	0	0	37581000	25595000	0	0	0	0	0	0	0	0	126260	0	0	104990	0	107770	0	0	0	0	143990	98067	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	1	1	0	0	0	0	0	0	5	
1273	Q96S52	PIGS	2	2	2	1	1	1	1	1	0	0	1	2	2	1	1	2	1	2	0	2	0	10635000	8027400	2251800	5444000	4758200	2611800	968560	0	0	4174700	9731900	6797500	5029800	2305500	6183800	9752100	10663000	0	8333200	0	462380	349020	97903	236700	206880	113550	42111	0	0	181510	423130	295540	218690	100240	268860	424010	463600	0	362310	0	5485800	4998700	0	0	0	0	0	0	0	0	0	0	0	0	4388300	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	5	
1274	Q96S97	MYADM	3	3	3	3	3	3	3	3	3	2	3	3	3	2	3	3	2	2	2	3	2	232190000	185150000	232520000	187740000	310580000	232230000	194170000	228140000	175830000	270950000	173250000	194870000	176390000	1.93e+08	185280000	132180000	140720000	165450000	173870000	122120000	33170000	26450000	33217000	26820000	44368000	33176000	27739000	32592000	25119000	38707000	24749000	27839000	25199000	27571000	26468000	18882000	20103000	23635000	24838000	17446000	147220000	123900000	148860000	120820000	160470000	194410000	153210000	174200000	137550000	156490000	128310000	131540000	141330000	120170000	131960000	61254000	60630000	68252000	77715000	60632000	2	0	1	2	4	4	1	2	2	2	2	1	2	2	2	2	1	4	1	0	37	
1275	Q96SB3	PPP1R9B	11	8	8	8	8	8	10	10	6	5	7	6	6	5	7	6	11	9	10	9	9	395560000	261150000	354540000	297870000	344460000	266550000	254290000	233010000	171520000	258560000	141360000	162920000	100390000	169280000	194310000	1001400000	856280000	886970000	818430000	644940000	12760000	8424100	11437000	9608800	11112000	8598300	8203000	7516600	5532900	8340800	4560000	5255500	3238500	5460700	6268200	32303000	27622000	28612000	26401000	20804000	1.07e+08	96930000	106160000	118390000	98194000	92328000	103450000	98800000	120150000	103790000	59368000	65351000	55083000	64562000	88281000	197070000	195570000	205290000	197110000	174720000	7	8	6	12	8	8	6	5	9	5	4	3	1	6	4	19	15	16	16	14	172	
1276	Q96SB4	SRPK1	4	2	2	2	2	2	4	3	3	3	3	3	4	3	2	3	3	3	3	3	4	28909000	15664000	28672000	17905000	25254000	84142000	32342000	51988000	25241000	72288000	55216000	48063000	44027000	36624000	21835000	65968000	57248000	58869000	52998000	99439000	1032500	559440	1024000	639470	901930	3005100	1155100	1856700	901460	2581700	1972000	1716500	1572400	1308000	779840	2356000	2044600	2102500	1892800	3551400	13497000	11639000	16795000	9386100	12849000	23530000	11751000	27697000	11005000	32321000	22103000	27574000	19699000	19164000	13749000	22846000	12028000	19904000	12333000	11528000	1	0	0	0	1	4	1	2	0	5	2	5	2	2	2	3	1	2	0	1	34	
1277	Q96SI9	STRBP	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	
1278	Q96T23	RSF1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	10703000	8298100	9812900	0	10310000	12822000	11400000	12620000	11123000	12607000	5757900	7555600	6948800	8997300	8385100	9037700	9886300	6381000	9392400	8652800	162160	125730	148680	0	156220	194270	172730	191210	168520	191020	87241	114480	105290	136320	127050	136930	149790	96681	142310	131100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1279	Q96T37	RBM15	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6939800	9069900	6453000	8269800	8258100	11486000	11267000	9230500	10292000	12394000	7125500	6628500	4257300	8307900	7724600	16216000	11741000	11526000	11135000	10994000	128510	167960	119500	153150	152930	212700	208650	170940	190600	229520	131950	122750	78840	153850	143050	300290	217430	213450	206200	203590	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	2	1	1	1	1	2	1	1	0	0	1	1	1	0	0	1	17	
1280	Q96T76	MMS19	6	5	3	4	3	6	5	3	3	3	3	5	3	4	5	4	3	3	3	5	3	28817000	10104000	23748000	15909000	48646000	14614000	7390200	7726000	13018000	17492000	31101000	24595000	28943000	46606000	9360400	25051000	37188000	42481000	42510000	31467000	588100	206200	484640	324670	992770	298250	150820	157670	265660	356970	634710	501930	590680	951140	191030	511250	758940	866970	867550	642180	7316800	6190800	6677300	9491000	8826400	5265400	5388100	5245500	6176500	7878000	12511000	8916700	8701100	13201000	5453500	6929500	7968900	11666000	8304400	7949400	1	1	1	2	1	2	0	0	1	4	1	0	3	5	1	0	0	2	2	1	28	
1281	Q96T88	UHRF1	2	1	2	2	2	1	1	1	1	2	1	1	2	0	0	0	2	1	2	2	2	4964400	12303000	16967000	15736000	8122900	11433000	13735000	12584000	17491000	15187000	673900	4636900	0	0	0	21097000	10615000	28534000	16952000	23784000	124110	307580	424170	393410	203070	285820	343370	314610	437260	379680	16848	115920	0	0	0	527420	265370	713360	423790	594610	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	1	1	1	1	8	
1282	Q96TA1	FAM129B	3	2	2	3	2	2	3	3	2	1	3	3	3	2	3	3	2	3	2	2	2	30254000	21319000	50857000	30862000	19264000	27764000	9058600	25590000	3889300	38608000	25842000	16281000	18984000	16750000	18769000	13291000	54208000	42071000	30162000	31157000	864390	609110	1453100	881760	550390	793260	258820	731150	111120	1103100	738340	465180	542400	478570	536240	379730	1548800	1202000	861770	890200	17213000	0	27218000	18374000	0	12478000	0	14821000	0	14948000	12810000	0	0	11633000	10254000	0	17795000	0	0	0	2	0	3	1	1	1	1	3	0	1	1	1	0	2	0	1	1	0	0	0	19	
1283	Q96TC7	RMDN3	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	12565000	14408000	14102000	8222100	22728000	9155000	11876000	16810000	10646000	15448000	0	6736800	6931200	6590600	7478800	19148000	15055000	15918000	11503000	10251000	598350	686100	671500	391530	1082300	435950	565520	800460	506970	735620	0	320800	330060	313840	356140	911820	716920	758000	547780	488160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	3	1	3	1	2	2	3	3	0	1	1	2	2	1	1	1	1	2	35	
1284	Q99439	CNN2	2	2	1	1	1	2	1	1	1	1	1	2	1	1	1	1	2	2	2	2	2	54894000	49303000	34193000	54119000	66274000	9039700	10023000	11486000	9758100	15581000	17015000	20186000	14539000	20175000	15805000	149700000	146710000	127700000	145560000	122440000	4222600	3792500	2630300	4163000	5098000	695360	770990	883570	750620	1198500	1308900	1552700	1118400	1551900	1215800	11516000	11285000	9823300	11197000	9418600	36583000	37366000	29331000	36782000	28461000	0	0	0	0	0	16792000	21264000	0	0	19460000	86743000	89486000	68595000	54505000	46249000	1	1	2	1	1	0	1	0	0	0	0	1	1	1	2	3	3	3	2	1	24	
1285	Q99460	PSMD1	4	3	3	4	3	3	2	2	2	3	3	4	4	1	3	3	2	4	3	3	2	79884000	31942000	79041000	67471000	87683000	26566000	17863000	17078000	37096000	26067000	45779000	45813000	18914000	54782000	24262000	65252000	66197000	39943000	31576000	27087000	1699700	679620	1681700	1435500	1865600	565230	380070	363350	789270	554620	974030	974750	402420	1165600	516210	1388300	1408400	849850	671830	576310	31994000	31009000	33821000	27004000	33768000	0	17922000	19503000	16902000	16901000	20268000	19175000	0	22112000	24399000	25526000	16028000	17440000	15688000	15961000	2	2	2	1	2	0	0	0	1	1	2	1	1	1	3	1	2	1	1	1	25	
1286	Q99497	PARK7	2	2	0	1	2	2	1	1	2	1	2	2	2	1	2	2	2	1	1	2	2	26039000	0	10439000	19517000	37063000	8707200	4179900	24823000	3625900	26486000	11550000	20120000	2671700	27676000	19256000	27262000	5206400	6144000	19909000	15514000	2169900	0	869940	1626400	3088600	725600	348330	2068600	302160	2207200	962530	1676700	222640	2306300	1604700	2271800	433860	512000	1659100	1292800	11537000	0	0	13393000	14564000	0	0	15327000	0	12845000	9711800	0	0	0	14227000	0	0	0	0	9823200	1	0	1	1	1	1	1	1	1	1	1	0	0	0	1	0	0	1	0	1	13	
1287	Q99623	PHB2	12	8	9	8	8	9	9	7	9	8	8	9	9	8	8	9	8	9	8	9	8	539860000	486050000	476690000	420290000	792910000	355100000	198800000	367240000	287420000	404030000	937550000	1110600000	798040000	778760000	838380000	1479400000	1524400000	1324800000	1.155e+09	990800000	24539000	22093000	21668000	19104000	36041000	16141000	9036400	16693000	13065000	18365000	42616000	50480000	36275000	35398000	38108000	67243000	69293000	60216000	52500000	45037000	133490000	141890000	140460000	132670000	151210000	98497000	105640000	123100000	124510000	118400000	246130000	307430000	294030000	237480000	311460000	264710000	253580000	259320000	244960000	242170000	3	9	10	8	14	8	5	8	7	8	17	12	12	14	21	11	17	16	11	11	222	
1288	Q99627	COPS8	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3135900	0	0	0	0	0	0	0	0	0	0	0	2694200	0	0	0	0	0	0	0	391990	0	0	0	0	0	0	0	0	0	0	0	336770	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
1289	Q99714	HSD17B10	1	0	1	1	0	0	0	0	1	0	0	0	0	1	0	0	1	1	1	0	0	0	9519500	8499100	0	0	0	0	5018300	0	0	0	0	1305600	0	0	14477000	18269000	14760000	0	0	0	679960	607080	0	0	0	0	358450	0	0	0	0	93259	0	0	1034100	1304900	1054300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	3	
1290	Q99729	HNRNPAB	4	3	2	4	4	4	4	3	3	4	3	4	3	3	3	4	3	4	4	4	3	99190000	83325000	106480000	113030000	175050000	157180000	124680000	133030000	121800000	162770000	104470000	111930000	56392000	127790000	108180000	187930000	223830000	191270000	157480000	122630000	7630000	6409600	8190900	8694400	13465000	12091000	9590800	10233000	9369400	12520000	8036500	8610200	4337800	9829900	8321600	14456000	17218000	14713000	12114000	9433200	62992000	60902000	54496000	44417000	71970000	89749000	78833000	90329000	42413000	100430000	72763000	90850000	49510000	71814000	75887000	66243000	73589000	70392000	62760000	50909000	3	0	1	1	5	5	1	3	1	3	4	2	1	4	3	2	5	3	2	2	51	
1291	Q99733	NAP1L4	3	1	2	2	2	2	1	1	2	2	1	2	3	2	2	2	1	2	2	2	2	10753000	16456000	19870000	18885000	19317000	4303400	6155300	12025000	8716500	8611100	16843000	24076000	17226000	18863000	16845000	19704000	27045000	22134000	11271000	23504000	672030	1028500	1241900	1180300	1207300	268960	384710	751590	544780	538200	1052700	1504700	1076600	1178900	1052800	1231500	1690300	1383400	704420	1469000	0	10383000	10755000	10713000	0	0	0	8390400	7639800	0	0	12883000	11106000	10143000	12604000	0	9848000	7708100	0	10212000	1	1	1	1	1	0	0	0	1	0	1	2	1	1	2	0	0	1	1	1	16	
1292	Q99832	CCT7	5	4	4	4	4	4	4	5	5	4	3	4	4	4	5	4	1	1	2	2	2	102250000	92913000	107010000	119170000	108400000	88216000	65629000	76077000	81304000	75406000	98963000	92103000	82321000	148020000	85478000	12537000	9297300	21756000	16508000	14794000	3298300	2997200	3452000	3844200	3496700	2845700	2117100	2454100	2622700	2432400	3192300	2971100	2655500	4774700	2757300	404410	299910	701800	532520	477220	37839000	52813000	50305000	58014000	38836000	27448000	23275000	24804000	17750000	26636000	58034000	58197000	56518000	48411000	47625000	16833000	0	18322000	19356000	18309000	4	4	5	4	4	0	0	0	0	0	6	3	3	3	3	0	0	1	2	0	42	
1293	Q99873	PRMT1	7	4	4	5	4	3	4	4	2	2	6	4	3	3	4	3	3	4	3	3	4	44064000	26267000	59131000	46409000	56837000	59361000	49611000	25441000	19632000	90892000	64982000	38999000	40172000	53364000	32953000	45378000	74628000	73073000	72113000	83997000	2098300	1250800	2815700	2210000	2706500	2826700	2362400	1211500	934860	4328200	3094400	1857100	1913000	2541100	1569200	2160900	3553700	3479700	3434000	3999900	15242000	16722000	19724000	16074000	0	26496000	18489000	21205000	26099000	23276000	19945000	18832000	19533000	18770000	17600000	17024000	0	0	0	0	1	1	0	0	0	2	0	1	1	2	0	1	0	0	0	0	0	0	0	0	9	
1294	Q9BPW8	NIPSNAP1	2	2	1	2	1	1	2	1	2	1	1	1	1	1	2	1	1	1	2	1	2	47497000	17250000	30637000	18216000	18626000	24210000	11211000	27566000	11478000	18650000	14141000	22159000	14019000	38208000	9869000	27245000	30654000	46237000	21293000	42981000	2968600	1078100	1914800	1138500	1164200	1513200	700700	1722900	717370	1165600	883810	1384900	876220	2388000	616810	1702800	1915900	2889800	1330800	2686300	22518000	0	15554000	0	0	13401000	0	15293000	0	0	0	0	0	17789000	0	0	0	14882000	0	16678000	2	0	1	1	1	0	0	1	0	0	0	1	0	1	0	1	0	0	0	2	11	
1295	Q9BPX6	MICU1	1	1	1	1	0	0	1	1	1	1	1	1	0	1	0	1	0	1	1	0	0	13010000	8656700	2806900	0	0	13098000	11329000	16748000	7648900	0	13890000	0	8549000	0	9428800	0	17439000	19629000	0	0	481840	320620	103960	0	0	485110	419580	620310	283290	0	514440	0	316630	0	349220	0	645880	726990	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	0	0	0	0	1	0	2	0	0	0	7	
1296	Q9BQ67	GRWD1	3	1	0	2	0	2	3	3	2	1	2	2	2	2	1	1	2	1	1	1	1	17009000	0	21659000	0	20688000	39464000	66078000	26976000	10740000	14107000	20789000	32398000	28603000	10840000	9450700	54334000	25405000	26377000	26991000	22620000	809940	0	1031400	0	985140	1879200	3146600	1284600	511440	671740	989950	1542800	1362000	516200	450030	2587300	1209800	1256100	1285300	1077100	0	0	15933000	0	11530000	13783000	26047000	28025000	0	0	15485000	17399000	17549000	0	0	33095000	0	0	0	0	0	0	1	0	1	3	2	2	1	2	1	1	1	1	1	1	0	0	0	0	18	
1297	Q9BQ70	TCF25	2	1	1	2	2	2	1	2	2	2	1	1	2	2	2	2	2	2	2	2	2	11163000	5013400	10917000	11016000	22923000	11248000	10129000	15240000	8096300	10306000	11951000	14181000	10035000	19081000	7862000	26459000	29561000	18680000	22936000	22469000	384930	172870	376450	379850	790430	387860	349290	525530	279180	355370	412120	489010	346030	657950	271100	912390	1019300	644130	790900	774780	0	0	7527400	7892900	9000600	0	7267800	9380300	7350000	0	0	9980300	7781200	11449000	6441200	10163000	10559000	8003100	10012000	10026000	1	2	1	2	1	2	1	1	2	1	1	3	1	2	2	0	1	0	1	1	26	
1298	Q9BQ75	CMSS1	3	2	1	2	1	1	3	2	2	1	3	2	1	2	2	1	2	3	2	1	2	14805000	9921000	19062000	11849000	13668000	30369000	4778300	33750000	17251000	34271000	22224000	28520000	16936000	24584000	8968100	50578000	44375000	47637000	8965100	32060000	1345900	901910	1732900	1077200	1242500	2760800	434390	3068200	1568300	3115500	2020400	2592800	1539600	2235000	815280	4598000	4034100	4330700	815010	2914600	7971200	0	11850000	0	0	15440000	0	24296000	0	14405000	13862000	0	10821000	17166000	0	24015000	13677000	22889000	0	14247000	1	0	1	1	1	2	1	2	1	1	1	1	1	2	1	3	1	2	0	1	24	
